location,tag,region,topography,vegetation,climate,natural_harbor_suitability,installed_good,ad1_good,decision,source,confidence,note
mirandola,ROM,Rome,wetlands,farmland,subtropical,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mirat,GNG,India,flatland,farmland,subtropical,,cotton,cotton,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mirbat,HAD,Arabia,flatland,desert,arid,0.00,incense,incense,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mirecourt,ROM,Rome,flatland,grasslands,oceanic,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mirepoix,ROM,Rome,hills,woods,oceanic,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mirochowo,GUT,Germania,flatland,woods,continental,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miryang,KRS,Korea,mountains,woods,continental,,silver,silver,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
misgar,ISK,India,mountains,sparse,cold_arid,,wool,wool,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mishan,MNC,Steppe,flatland,woods,continental,,clay,clay,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miskah,BED,Arabia,plateau,desert,arid,,wheat,wheat,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miskolc,IAZ,Danube,wetlands,forest,continental,,stone,stone,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
misratah,ROM,Rome,flatland,sparse,arid,0.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mistelbach,ROM,Rome,flatland,woods,continental,,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mistretta,ROM,Rome,mountains,woods,oceanic,0.00,fruit,fruit,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mithankot,GNG,India,flatland,sparse,arid,,cotton,cotton,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mithri,ISK,India,flatland,desert,arid,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mitic,WMS,Mesoamerica,plateau,forest,subtropical,,maize,maize,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mitilene,ROM,Rome,hills,forest,mediterranean,0.25,dyes,dyes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mitimiri,BNT,Africa,wetlands,jungle,tropical,0.00,millet,millet,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mitoyo,SHK,Japan,flatland,grasslands,subtropical,0.00,salt,salt,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mitrovica,ROM,Rome,hills,woods,continental,,silver,silver,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mittersill,ROM,Rome,mountains,grasslands,continental,,gems,gems,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mityakinskaya,ROX,Pontic,flatland,grasslands,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mixian,HAN,China,flatland,grasslands,continental,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mixquiahuala,MSS,Mesoamerica,hills,sparse,continental,,livestock,livestock,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
mixtlan,EPI,Mesoamerica,flatland,jungle,tropical,,cocoa,cocoa,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miyagi,OHW,Japan,flatland,grasslands,subtropical,0.30,pearls,pearls,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miyaneh,ATR,Iran,hills,grasslands,cold_arid,,cotton,fiber_crops,environment_rule,P12.1;PER,contested,"Cotton is removed from arctic, cold-arid, and cool-oceanic templates."
miyazaki,KYU,Japan,mountains,forest,subtropical,0.00,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miyoshi,KBI,Japan,hills,forest,subtropical,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
miyoshi_shikoku,SHK,Japan,mountains,forest,subtropical,,legumes,legumes,retained_after_period_environment_screen,P12.1;PER,contested,Period-valid broad resource retained after regional and environmental screen; this is not a claim of location-specific attested extraction.
