profile,law,theme,category,law_name,law_description,option,stance,option_name,option_description,modifiers,estate_preferences,starting,source,confidence,boundary
arabian,antq_s2_arabian_offices_law,offices,administrative,Arabian Route-and-Oasis Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_offices_central,central,Royal Caravan Court Direct Appointment,Direct appointment makes staffing faster but concentrates office in the ruler's hands.,set_cabinet_member_cost_modifier=-0.10|global_crown_estate_power=0.04|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_offices_law,offices,administrative,Arabian Route-and-Oasis Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_offices_mediated,mediated,Oasis Council Rotating Office,Rotation broadens access and improves deliberation while making replacement less predictable.,country_cabinet_efficiency=0.03|replace_cabinet_member_cost_modifier=-0.05|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_offices_law,offices,administrative,Arabian Route-and-Oasis Offices and Appointment,"Defines appointment, tenure, replacement, and accountability in public office within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_offices_local,local,Tribal Compact Patron-Nominated Office,Patron nomination secures elite cooperation but makes office-holders costly to dislodge.,replace_cabinet_member_cost_modifier=0.15|global_nobles_estate_power=0.04|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|tribes_estate,no,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_migration_law,migration,administrative,Arabian Route-and-Oasis Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_migration_central,central,Royal Caravan Court Directed Settlement,Directed settlement accelerates incorporation and control but privileges central priorities.,global_pop_assimilation_speed_modifier=0.02|global_monthly_control=0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_migration_law,migration,administrative,Arabian Route-and-Oasis Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_migration_mediated,mediated,Oasis Council Sponsored Communities,"Recognized communities sponsor newcomers, balancing integration with corporate autonomy.",global_integration_speed_modifier=0.025|global_burghers_estate_power=0.025|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,burghers_estate|tribes_estate,yes,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_migration_law,migration,administrative,Arabian Route-and-Oasis Migration and Settlement,"Defines the admission, relocation, patronage, and settlement of mobile households within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_migration_local,local,Tribal Compact Negotiated Passage,Negotiated passage reduces cultural friction while leaving migration weakly supervised.,tolerance_heathen=1|global_pop_assimilation_speed_modifier=-0.01|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|tribes_estate,no,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_external_law,external,administrative,"Arabian Route-and-Oasis Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_external_central,central,Royal Caravan Court Central Envoys,Central envoys improve diplomatic standing but demand sustained court resources.,diplomatic_reputation=1|country_cabinet_efficiency=-0.01|global_crown_estate_power=0.03|global_crown_estate_power=0.02,crown_estate,no,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_external_law,external,administrative,"Arabian Route-and-Oasis Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_external_mediated,mediated,Oasis Council Client Mediation,Client mediation strengthens subordinate loyalty while empowering intermediary rulers.,subject_loyalty=5|global_nobles_estate_power=0.03|global_burghers_estate_power=0.03|global_burghers_estate_power=0.02,nobles_estate|tribes_estate|burghers_estate,yes,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
arabian,antq_s2_arabian_external_law,external,administrative,"Arabian Route-and-Oasis Envoys, Clients, and External Compacts","Defines envoys, tributary obligations, client rulers, hostages, and negotiated peace within the Arabian Route-and-Oasis political sphere.",antq_s2_arabian_external_local,local,Tribal Compact Reciprocal Compacts,Reciprocal compacts broaden diplomatic capacity but bind the center to negotiated obligations.,diplomatic_capacity_modifier=0.05|monthly_towards_outward=societal_value_minor_monthly_move|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,burghers_estate|tribes_estate,no,P8.5;P11;P13;OCD;PLE,contested,"Distinguishes caravan, oasis, tribal, and South Arabian court practices without backdating Islamic-era institutions."
northern,antq_s2_northern_status_law,status,socioeconomic,Northern Forest-and-River Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the Northern Forest-and-River political sphere.,antq_s2_northern_status_central,central,Retinue Custody Status Register,A central register defines protected status efficiently but concentrates political authority.,global_integration_speed_modifier=0.06|global_pop_assimilation_speed_modifier=0.01|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_status_law,status,socioeconomic,Northern Forest-and-River Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the Northern Forest-and-River political sphere.,antq_s2_northern_status_mediated,mediated,Hillfort Council Graduated Standing,"Recognized communities mediate several grades of status, trading speed for accommodation.",global_integration_speed_modifier=0.03|pop_join_rebel_threshold=-0.01|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,nobles_estate|burghers_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_status_law,status,socioeconomic,Northern Forest-and-River Status and Incorporation,Defines who receives protected public standing and how outsiders enter it within the Northern Forest-and-River political sphere.,antq_s2_northern_status_local,local,Household Round Local Admission,"Local bodies admit households flexibly, easing friction while weakening uniform administration.",global_pop_assimilation_speed_modifier=0.025|global_monthly_control=-0.01|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,peasants_estate|tribes_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_dependent_labor_law,dependent_labor,socioeconomic,Northern Forest-and-River Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the Northern Forest-and-River political sphere.",antq_s2_northern_dependent_labor_central,central,Retinue Custody Recorded Obligations,"Officials record dependent obligations and taxable releases, improving oversight at social cost.",peasants_estate_max_tax=0.03|pop_join_rebel_threshold=0.01|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_dependent_labor_law,dependent_labor,socioeconomic,Northern Forest-and-River Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the Northern Forest-and-River political sphere.",antq_s2_northern_dependent_labor_mediated,mediated,Hillfort Council Protected Manumission,Protected routes to release improve incorporation while reducing elite extraction.,global_pop_assimilation_speed_modifier=0.02|nobles_estate_max_tax=-0.02|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,peasants_estate|burghers_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_dependent_labor_law,dependent_labor,socioeconomic,Northern Forest-and-River Dependent Labor and Manumission,"Defines the obligations, sale, protection, and release of dependent laborers within the Northern Forest-and-River political sphere.",antq_s2_northern_dependent_labor_local,local,Household Round Household Dependence,"Households regulate dependency locally, lowering provisioning burdens but entrenching private power.",global_pop_food_consumption=-0.01|peasants_estate_max_tax=0.02|global_pop_food_consumption=-0.005|global_peasants_estate_power=0.02,nobles_estate|tribes_estate|peasants_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_revenue_law,revenue,administrative,Northern Forest-and-River Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the Northern Forest-and-River political sphere.,antq_s2_northern_revenue_central,central,Retinue Custody Assessed Registers,Regular assessment improves extraction and control but enlarges the central administrative burden.,peasants_estate_max_tax=0.04|global_monthly_control=0.015|global_nobles_estate_power=0.02,crown_estate|nobles_estate,no,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
northern,antq_s2_northern_revenue_law,revenue,administrative,Northern Forest-and-River Revenue and Assessment,Defines how communities are assessed and how public obligations are collected within the Northern Forest-and-River political sphere.,antq_s2_northern_revenue_mediated,mediated,Hillfort Council Negotiated Quotas,"Councils bargain fixed contributions, supporting legitimacy at the expense of maximum revenue.",burghers_estate_max_tax=0.025|stability_cost_efficiency=0.025|global_tribes_estate_power=0.03|global_tribes_estate_power=0.02,burghers_estate|nobles_estate|tribes_estate,yes,P8.7;P11;P13;ENC-NEEU,contested,"An archaeological gameplay frame for dispersed communities, not evidence for common ethnic states or written codes."
